id,intent
454_48_spk_268.918_271.117,reponse_affirmative#reservation
454_50_spk_286.948_290.155,reponse_affirmative
454_52_spk_311.266_316.872,reponse_affirmative#reservation
454_54_spk_321.692_325.328,reservation
454_56_spk_330.694_331.737,reponse_affirmative
454_59_spk_346.615_348.912,reponse_affirmative
454_60_spk_348.912_353.18,renseignements
454_62_spk_370.782_374.339,reservation
454_64_spk_376.056_377.856,reservation
454_66_spk_393.443_395.767,reponse_affirmative
454_68_spk_414.859_416.166,reponse_negative
455_2_spk_6.14_8.541,reponse_negative
455_4_spk_10.274_21.185,reservation
455_6_spk_24.013_24.56,reponse_affirmative
455_8_spk_26.019_26.658,reponse_affirmative
455_10_spk_41.27_41.656,marqueur_discursif
455_11_spk_41.656_43.414,marqueur_discursif
455_12_spk_43.414_44.021,remercier
455_14_spk_47.374_58.105,reponse_negative#reservation
455_16_spk_62.284_62.999,reponse_affirmative
455_18_spk_80.188_81.115,reponse_affirmative
455_20_spk_83.532_86.373,renseignements#reponse_negative
455_21_spk_86.373_87.133,reservation
455_23_spk_87.864_88.379,reponse_affirmative
455_25_spk_105.829_114.532,reservation
455_27_spk_125.389_126.023,reponse_affirmative
455_28_spk_126.023_126.843,reservation
455_30_spk_128.337_131.711,reponse_affirmative
455_32_spk_139.691_140.785,remercier
455_34_spk_145.466_146.621,reponse_negative
455_35_spk_146.621_147.624,saluer
456_2_spk_9.331_10.669,reponse_negative
456_4_spk_13.222_16.96,reservation
456_6_spk_23.132_26.868,reservation
456_8_spk_54.037_58.148,renseignements
456_10_spk_71.332_79.036,renseignements
456_12_spk_92.488_96.221,reponse_negative
456_14_spk_97.999_106.752,renseignements
456_16_spk_128.904_133.959,reservation
456_18_spk_143.883_147.096,reservation
456_20_spk_162.213_165.06,reponse_affirmative
456_22_spk_180.314_181.438,reponse_negative
456_24_spk_185.846_193.870,saluer
457_2_spk_8.267_11.52,reponse_affirmative
457_4_spk_32.213_39.967,reservation
457_6_spk_46.865_47.657,reponse_affirmative
457_8_spk_65.901_69.465,renseignements
457_10_spk_71.083_75.582,reservation
457_12_spk_78.165_81.441,reservation
457_14_spk_99.58_104.808,reservation
457_16_spk_106.966_108.309,reservation
457_18_spk_113.213_115.839,reservation
457_20_spk_135.464_139.051,reponse_affirmative
457_22_spk_157.17_158.073,reponse_negative
457_24_spk_162.723_170.240,saluer
458_2_spk_6.778_7.751,reponse_negative
458_4_spk_10.426_32.697,reservation
458_6_spk_39.347_40.144,reponse_affirmative
458_8_spk_52.5_55.062,renseignements
458_10_spk_66.993_70.899,reservation
458_12_spk_84.166_85.373,reponse_affirmative
458_14_spk_88.026_90.273,reponse_affirmative
458_16_spk_95.883_96.704,reponse_affirmative
458_18_spk_98.695_105.868,reponse_affirmative#reservation
458_20_spk_116.629_119.699,renseignements
458_22_spk_127.982_130.602,reservation
458_24_spk_141.523_142.739,reponse_affirmative
458_26_spk_153.113_159.253,reponse_affirmative#reservation
458_29_spk_167.97_169.277,reponse_affirmative
458_31_spk_174.406_176.762,reponse_affirmative
458_33_spk_187.69_188.921,reponse_affirmative
458_35_spk_213.704_214.576,reponse_negative
459_2_spk_8.784_10.243,reponse_negative
459_4_spk_12.644_17.781,reservation
459_6_spk_20.061_27.219,reservation
459_8_spk_30.471_38.015,reservation
459_10_spk_40.886_45.127,reservation
459_12_spk_65.522_68.318,renseignements
459_14_spk_70.142_74.761,renseignements
459_16_spk_96.588_97.758,reponse_affirmative
459_18_spk_100.22_102.308,reservation
459_20_spk_115.312_118.109,reponse_affirmative
459_22_spk_131.513_132.932,reponse_affirmative
459_24_spk_135.13_138.429,reservation
459_26_spk_140.373_142.219,reservation
459_28_spk_145.693_148.739,reservation
459_30_spk_165.83_167.654,renseignements
459_32_spk_169.995_174.843,renseignements
459_34_spk_183.825_186.356,reponse_affirmative
459_36_spk_198.415_201.098,reponse_affirmative
459_38_spk_211.441_212.672,reponse_affirmative
459_40_spk_214.8_216.645,reservation
459_42_spk_219.268_221.402,reservation
459_44_spk_224.998_228.987,reservation
459_46_spk_248.328_250.372,renseignements
459_48_spk_252.782_257.497,renseignements
459_50_spk_274.91_276.202,reponse_affirmative
459_52_spk_278.497_280.701,reservation
459_54_spk_292.024_293.255,reponse_affirmative
459_56_spk_315.209_316.233,reponse_negative
460_2_spk_6.596_11.033,reponse_affirmative
460_4_spk_26.231_42.949,renseignements#reservation
460_6_spk_45.138_58.534,reservation
460_8_spk_75.443_87.715,renseignements#reservation
460_10_spk_112.467_120.665,reponse_affirmative#reservation
460_12_spk_124.2_130.316,reservation
460_13_spk_130.316_132.421,reservation
460_15_spk_149.962_151.221,reponse_affirmative
460_17_spk_153.996_155.432,reponse_affirmative
460_19_spk_164.856_176.77,reponse_affirmative#reservation
460_21_spk_191.429_195.8,renseignements
460_23_spk_199.211_200.254,reservation
460_25_spk_204.611_211.663,renseignements#reservation
460_27_spk_229.198_234.04,reservation
460_29_spk_249.36_251.56,reponse_affirmative
460_31_spk_266.533_274.902,reservation
460_33_spk_308.895_314.663,reservation
460_35_spk_325.369_326.22,reponse_affirmative
460_37_spk_328.731_330.077,reponse_affirmative
460_39_spk_334.659_336.034,renseignements
460_41_spk_344.437_345.379,reponse_affirmative
460_42_spk_345.379_346.413,marqueur_discursif
460_44_spk_351.124_352.856,reponse_negative
460_46_spk_356.565_365.440,remercier
461_2_spk_3.739_6.018,reponse_negative
461_4_spk_7.842_14.225,reservation
461_6_spk_20.684_24.521,reservation
461_8_spk_55.275_61.264,renseignements
461_10_spk_73.516_78.264,renseignements
461_12_spk_90.502_91.444,reponse_negative
461_14_spk_92.531_98.453,reservation
461_16_spk_113.232_115.517,reponse_affirmative
461_18_spk_128.263_133.077,renseignements
461_20_spk_149.814_153.337,reponse_affirmative#reservation
461_22_spk_155.543_157.434,reservation
461_24_spk_173.255_174.877,reponse_affirmative
461_26_spk_194.035_195.576,reponse_negative
462_2_spk_4.377_7.751,reponse_negative
462_4_spk_10.03_15.502,reservation
462_6_spk_18.693_21.581,reservation
462_8_spk_24.636_28.998,reservation
462_10_spk_47.868_56.704,reservation
462_12_spk_59.166_59.683,reponse_affirmative
462_14_spk_63.029_65.643,reservation
462_16_spk_68.924_72.581,reservation
462_18_spk_89.335_90.557,reponse_affirmative
462_20_spk_105.794_106.744,reponse_affirmative
462_22_spk_111.06_115.498,reservation
462_24_spk_118.052_121.078,reservation
462_26_spk_125.63_128.159,reservation
462_28_spk_147.089_147.808,reponse_affirmative
462_30_spk_149.232_151.364,reponse_affirmative
462_32_spk_164.553_165.48,reponse_affirmative
462_34_spk_177.729_180.181,reponse_affirmative
462_36_spk_182.575_188.472,reservation
462_38_spk_190.722_192.363,reservation
462_40_spk_195.26_197.227,reservation
462_42_spk_224.578_225.353,reponse_affirmative
462_44_spk_227.815_229.447,reservation
462_46_spk_241.68_244.42,reponse_affirmative
462_48_spk_266.24_267.988,reponse_negative
462_50_spk_271.377_308.540,remercier#saluer
463_2_spk_4.498_6.565,reponse_negative
463_4_spk_8.298_19.088,reservation
463_6_spk_31.002_34.792,reservation
463_8_spk_53.283_58.116,reservation
463_10_spk_76.385_83.316,reponse_affirmative
463_12_spk_91.05_94.515,reponse_affirmative
463_14_spk_118.074_122.558,reponse_affirmative
463_16_spk_134.641_135.898,reponse_affirmative
463_18_spk_155.035_156.221,reponse_negative
464_2_spk_8.389_9.757,reponse_negative
464_4_spk_11.884_29.809,reservation
464_6_spk_48.968_55.001,reservation
464_8_spk_57.19_59.181,reservation
464_10_spk_63.543_64.964,reservation
464_11_spk_64.964_66.392,reservation
464_13_spk_76.081_78.003,reponse_affirmative
464_15_spk_91.401_93.103,reponse_affirmative
464_17_spk_95.504_100.428,reservation
464_19_spk_117.952_119.646,renseignements
464_21_spk_133.12_135.464,reponse_affirmative
464_23_spk_147.178_150.693,reponse_affirmative
464_25_spk_161.985_164.131,reponse_affirmative
464_27_spk_165.952_169.576,reservation
464_29_spk_193.963_194.89,reponse_affirmative
464_31_spk_197.23_200.722,reservation
464_33_spk_212.018_213.24,reponse_affirmative
464_35_spk_234.405_235.627,reponse_negative
465_2_spk_9.574_10.973,reponse_negative
465_4_spk_13.465_18.419,reservation
465_6_spk_40.244_42.485,renseignements
465_8_spk_45.047_46.771,renseignements
465_10_spk_58.976_64.988,modification#reservation
465_12_spk_72.654_80.642,reservation
465_14_spk_91.98_94.05,reponse_affirmative
465_16_spk_110.658_118.672,reponse_affirmative#reservation
465_18_spk_135.715_140.709,renseignements
465_20_spk_149.865_153.587,reponse_affirmative#reservation
465_22_spk_155.665_157.115,reservation
465_24_spk_168.036_168.918,reponse_affirmative
465_26_spk_181.411_191.35,reponse_affirmative#reservation
465_28_spk_208.114_210.544,reponse_affirmative
465_30_spk_212.567_214.543,reservation
465_32_spk_224.528_225.537,reponse_affirmative
465_34_spk_245.762_246.643,reponse_negative
466_2_spk_9.24_11.824,reponse_affirmative
466_4_spk_32.015_54.092,reservation
466_6_spk_56.447_59.098,reponse_affirmative#reservation
466_8_spk_62.131_66.119,reponse_affirmative#reservation
466_10_spk_69.137_70.763,reservation
466_12_spk_72.455_72.911,reservation
466_13_spk_72.911_73.702,reservation
466_15_spk_100.324_107.007,renseignements
466_17_spk_109.443_111.657,reponse_affirmative
466_19_spk_113.402_127.657,renseignements#reservation
466_21_spk_138.092_139.117,reponse_affirmative
466_23_spk_144.635_145.577,reponse_affirmative
466_25_spk_147.11_150.858,reservation
466_27_spk_174.536_177.77,reservation
466_29_spk_178.983_180.883,reponse_affirmative#reservation
466_31_spk_213.821_215.979,reponse_negative
466_32_spk_215.979_217.203,remercier
466_34_spk_220.689_231.580,saluer
467_2_spk_13.617_16.231,reponse_affirmative
467_4_spk_37.515_41.564,reservation
467_6_spk_43.641_44.714,reponse_affirmative
467_8_spk_47.434_50.89,reservation
467_10_spk_57.161_58.152,reponse_affirmative
467_12_spk_87.595_94.298,reponse_affirmative#reservation
467_14_spk_100.453_101.739,reponse_affirmative
467_17_spk_129.779_130.584,reponse_affirmative
467_20_spk_151.181_151.971,reponse_affirmative
467_22_spk_154.095_156.153,reponse_affirmative#reservation
467_24_spk_157.317_158.29,incomprehension
467_25_spk_158.29_162.879,reservation
467_27_spk_167.211_169.057,reservation
467_29_spk_171.482_172.121,reponse_affirmative
467_31_spk_174.224_176.002,reservation
467_33_spk_203.945_206.516,reponse_affirmative
467_35_spk_230.914_232.546,reponse_negative
467_37_spk_238.148_249.850,saluer
469_2_spk_9.331_11.702,reponse_negative
469_4_spk_13.86_20.76,reservation
469_6_spk_23.389_26.232,reponse_affirmative
469_8_spk_28.405_31.604,reservation
469_10_spk_34.561_35.008,marqueur_discursif
469_12_spk_37.015_38.088,reponse_affirmative
469_14_spk_65.496_69.578,reponse_affirmative
469_16_spk_74.765_78.747,reponse_affirmative#reservation
469_18_spk_80.51_83.191,reservation
469_20_spk_85.268_90.571,reponse_affirmative
469_22_spk_93.853_96.567,reservation
469_24_spk_101.591_102.6,reponse_affirmative
469_26_spk_116.886_120.069,reservation
469_28_spk_121.121_121.835,reponse_affirmative
469_30_spk_150.286_153.569,reponse_negative
469_32_spk_158.007_161.472,marqueur_discursif
469_34_spk_166.844_171.859,reservation
469_37_spk_190.523_193.207,reponse_negative
469_39_spk_198.982_202.977,reservation
469_41_spk_220.822_222.364,reponse_affirmative
469_43_spk_239.911_241.901,reponse_affirmative
469_45_spk_260.14_262.876,reponse_negative
469_47_spk_269.864_276.193,reservation
469_50_spk_293.547_295.679,reponse_affirmative
469_52_spk_315.253_319.126,reponse_affirmative
469_54_spk_343.742_346.144,reponse_negative
470_2_spk_10.334_13.982,reponse_affirmative
470_4_spk_34.707_41.921,reservation
470_5_spk_41.921_43.228,reservation
470_7_spk_45.841_47.747,reponse_affirmative
470_9_spk_49.884_56.41,reservation
470_11_spk_63.167_64.231,reponse_affirmative
470_13_spk_90.462_100.075,reservation
470_15_spk_102.402_103.687,reponse_affirmative
470_17_spk_105.511_107.076,reponse_affirmative
470_19_spk_115.177_117.441,reservation
470_21_spk_120.816_121.956,reponse_affirmative
470_23_spk_125.718_129.15,reservation
470_25_spk_142.991_143.462,marqueur_discursif
470_27_spk_156.888_164.152,reponse_affirmative#reservation
470_29_spk_179.49_183.016,reponse_affirmative#reservation
470_31_spk_206.069_214.285,remercier#reponse_negative#reservation
470_33_spk_218.653_226.990,remercier#saluer
472_2_spk_11.793_14.59,reponse_affirmative
472_4_spk_38.785_42.111,reservation
472_6_spk_47.037_50.044,reservation
472_8_spk_57.926_62.02,reservation
472_10_spk_94.488_97.817,reservation
472_12_spk_102.813_103.872,reponse_affirmative
472_14_spk_116.8_121.958,reservation
472_15_spk_121.958_123.018,reservation
472_17_spk_124.451_132.393,reservation
472_19_spk_135.378_138.707,reservation
472_21_spk_163.975_166.253,reponse_affirmative
472_23_spk_171.969_172.607,reponse_affirmative
472_25_spk_209.529_214.392,renseignements
472_27_spk_228.181_231.047,reponse_negative
473_2_spk_15.684_18.055,reponse_negative
473_4_spk_20.426_31.145,reservation
473_5_spk_31.145_33.455,reservation
473_7_spk_34.986_35.624,reponse_affirmative
473_9_spk_39.333_40.108,reponse_affirmative
473_11_spk_42.236_43.525,reservation
473_13_spk_45.747_49.151,reponse_affirmative#reservation
473_15_spk_79.32_82.762,reservation
473_17_spk_84.093_85.05,reponse_affirmative
473_19_spk_87.026_94.653,reservation
473_21_spk_121.312_126.213,reservation
473_23_spk_141.282_141.799,incomprehension
473_25_spk_143.126_146.272,reservation
473_27_spk_148.536_151.409,reservation
473_29_spk_154.899_157.33,reservation
