ID,intent
R371#speaker_1_08730_371#140.608_141.679,marqueur_discursif
R371#speaker_1_08730_371#144.377_145.927,reponse_negative
R371#speaker_1_08730_371#149.909_151.611,saluer
R373#speaker_1_08730_373#9.605_10.912,reponse_negative
R373#speaker_1_08730_373#13.313_14.681,reservation
R373#speaker_1_08730_373#19.544_20.79,reservation
R373#speaker_1_08730_373#26.307_28.192,reponse_negative#reservation
R373#speaker_1_08730_373#34.165_36.369,reservation
R373#speaker_1_08730_373#44.15_46.339,reservation
R373#speaker_1_08730_373#58.573_59.698,reponse_affirmative
R373#speaker_1_08730_373#74.844_78.157,renseignements
R373#speaker_1_08730_373#80.376_82.689,reservation
R373#speaker_1_08730_373#111.036_111.896,reponse_affirmative
R373#speaker_1_08730_373#117.763_121.669,reservation
R373#speaker_1_08730_373#127.535_129.085,reservation
R373#speaker_1_08730_373#138.911_139.893,marqueur_discursif
R373#speaker_1_08730_373#144.619_145.461,reponse_affirmative
R373#speaker_1_08730_373#167.106_168.115,reponse_negative
R373#speaker_1_08730_373#172.243_174.674,saluer
R374#speaker_1_08730_374#15.38_19.179,reponse_negative
R374#speaker_1_08730_374#21.094_22.827,reservation
R374#speaker_1_08730_374#30.535_31.934,reservation
R374#speaker_1_08730_374#36.827_37.907,reponse_affirmative
R374#speaker_1_08730_374#40.383_42.389,reservation
R374#speaker_1_08730_374#49.163_50.424,reponse_affirmative
R374#speaker_1_08730_374#77.295_78.268,reponse_affirmative
R374#speaker_1_08730_374#85.903_86.459,reponse_affirmative
R374#speaker_1_08730_374#91.245_92.266,reservation
R374#speaker_1_08730_374#96.2_97.373,reservation
R374#speaker_1_08730_374#105.9_107.13,reservation
R374#speaker_1_08730_374#122.833_123.335,reservation
R374#speaker_1_08730_374#145.681_146.35,reponse_affirmative
R374#speaker_1_08730_374#170.206_171.787,reponse_negative
L375#speaker_1_08730_375#8.48_9.878,reponse_affirmative
L375#speaker_1_08730_375#34.037_40.156,reservation
L375#speaker_1_08730_375#45.308_46.569,reservation
L375#speaker_1_08730_375#51.539_54.913,reservation
L375#speaker_1_08730_375#60.78_62.093,reponse_affirmative
L375#speaker_1_08730_375#64.747_70.355,reservation
L375#speaker_1_08730_375#93.595_97.259,renseignements
L375#speaker_1_08730_375#99.919_104.068,renseignements
L375#speaker_1_08730_375#119.92_122.451,renseignements#reponse_affirmative
L375#speaker_1_08730_375#138.726_151.201,reservation
L375#speaker_1_08730_375#155.941_157.173,reponse_affirmative
L375#speaker_1_08730_375#172.34_173.795,reponse_affirmative
L375#speaker_1_08730_375#183.274_185.052,reponse_affirmative
L375#speaker_1_08730_375#187.006_188.252,reponse_affirmative
L375#speaker_1_08730_375#191.018_192.164,reponse_affirmative
L375#speaker_1_08730_375#192.164_192.863,reponse_affirmative
L375#speaker_1_08730_375#194.422_196.519,reponse_negative
L375#speaker_1_08730_375#200.775_202.933,remercier
L420#speaker_1_08730_420#6.839_7.264,reponse_affirmative
L420#speaker_1_08730_420#28.958_35.411,reservation
L420#speaker_1_08730_420#54.784_58.106,reservation
L420#speaker_1_08730_420#81.108_88.351,renseignements
L420#speaker_1_08730_420#114.681_121.073,reservation
L420#speaker_1_08730_420#151.588_155.152,renseignements
L420#speaker_1_08730_420#166.764_173.983,reservation
L420#speaker_1_08730_420#203.226_205.584,renseignements
L420#speaker_1_08730_420#214.186_215.372,marqueur_discursif
L420#speaker_1_08730_420#218.336_222.174,modification#reservation
L420#speaker_1_08730_420#222.174_224.241,reservation
L420#speaker_1_08730_420#235.6_245.845,renseignements#reservation
L420#speaker_1_08730_420#266.206_275.968,renseignements#reponse_negative
L420#speaker_1_08730_420#292.079_292.529,reponse_affirmative
L420#speaker_1_08730_420#311.126_315.169,reservation
L420#speaker_1_08730_420#335.535_336.879,reponse_affirmative
L420#speaker_1_08730_420#363.563_365.013,reponse_negative
L420#speaker_1_08730_420#368.73_371.557,saluer
R425#speaker_1_08730_425#7.082_12.979,reponse_negative
R425#speaker_1_08730_425#12.979_13.83,reponse_negative
R425#speaker_1_08730_425#14.711_20.517,reservation
R425#speaker_1_08730_425#43.432_46.928,reponse_negative#reservation
R425#speaker_1_08730_425#54.452_55.06,reponse_affirmative
R425#speaker_1_08730_425#69.3_71.239,renseignements
R425#speaker_1_08730_425#77.759_79.02,reservation
R425#speaker_1_08730_425#101.367_103.413,reponse_affirmative#reservation
R425#speaker_1_08730_425#108.679_110.633,renseignements
R425#speaker_1_08730_425#128.521_129.813,reservation
R425#speaker_1_08730_425#150.67_151.611,reponse_affirmative
R425#speaker_1_08730_425#155.518_157.295,reservation
R425#speaker_1_08730_425#162.245_163.127,reservation
R425#speaker_1_08730_425#181.745_182.784,reponse_affirmative
R425#speaker_1_08730_425#205.893_206.443,reponse_negative
R426#speaker_1_08730_426#6.109_7.477,reponse_negative
R426#speaker_1_08730_426#12.28_16.748,reservation
R426#speaker_1_08730_426#27.143_29.423,reservation
R426#speaker_1_08730_426#52.068_55.233,renseignements
R426#speaker_1_08730_426#68.055_71.358,renseignements
R426#speaker_1_08730_426#80.103_83.366,reservation
R426#speaker_1_08730_426#103.466_105.89,reponse_affirmative
R426#speaker_1_08730_426#124.639_125.278,reponse_negative
R426#speaker_1_08730_426#135.061_136.859,reponse_negative#reservation
R426#speaker_1_08730_426#155.239_156.531,reponse_negative
R426#speaker_1_08730_426#159.008_159.495,reponse_negative
R427#speaker_1_08730_427#11.185_11.52,reponse_affirmative
R427#speaker_1_08730_427#34.503_41.144,reservation
R427#speaker_1_08730_427#53.881_57.974,reservation
R427#speaker_1_08730_427#84.23_85.85,reservation
R427#speaker_1_08730_427#101.738_103.987,reponse_negative
R427#speaker_1_08730_427#103.987_106.671,modification
R427#speaker_1_08730_427#109.58_109.945,marqueur_discursif
R427#speaker_1_08730_427#112.59_113.599,renseignements
R427#speaker_1_08730_427#123.334_125.088,renseignements
R427#speaker_1_08730_427#125.088_128.927,renseignements
R427#speaker_1_08730_427#144.654_146.415,modification#reponse_negative
R427#speaker_1_08730_427#162.633_164.387,renseignements
R427#speaker_1_08730_427#164.387_168.287,renseignements
R427#speaker_1_08730_427#184.691_187.765,reservation
R427#speaker_1_08730_427#203.008_203.92,reponse_affirmative
R427#speaker_1_08730_427#224.665_226.316,reponse_affirmative
R427#speaker_1_08730_427#229.066_243.169,reservation
R427#speaker_1_08730_427#243.169_246.309,reservation
R427#speaker_1_08730_427#270.187_279.77,renseignements#reponse_negative#reservation
R427#speaker_1_08730_427#310.304_320.224,renseignements#reservation
R427#speaker_1_08730_427#348.079_349.611,reponse_affirmative#reservation
R427#speaker_1_08730_427#364.053_365.96,reservation
R427#speaker_1_08730_427#377.702_378.72,reponse_affirmative
R427#speaker_1_08730_427#400.698_407.096,reponse_affirmative#reservation
R427#speaker_1_08730_427#425.335_430.153,reservation
R427#speaker_1_08730_427#447.652_449.819,reservation
R427#speaker_1_08730_427#473.513_484.751,reponse_affirmative#reservation
R427#speaker_1_08730_427#512.307_515.438,renseignements
R427#speaker_1_08730_427#523.109_524.284,reponse_affirmative
R427#speaker_1_08730_427#555.596_557.207,reponse_negative
R427#speaker_1_08730_427#561.159_563.53,saluer
R428#speaker_1_08730_428#8.784_9.362,reponse_negative
R428#speaker_1_08730_428#13.83_16.869,reservation
R428#speaker_1_08730_428#25.923_26.759,reservation
R428#speaker_1_08730_428#31.415_32.975,reservation
R428#speaker_1_08730_428#41.592_42.413,reservation
R428#speaker_1_08730_428#76.102_78.26,reservation
R428#speaker_1_08730_428#86.574_88.175,reservation
R428#speaker_1_08730_428#91.626_92.0,reservation
R428#speaker_1_08730_428#97.623_98.627,reservation
R428#speaker_1_08730_428#113.734_114.813,reponse_affirmative
R428#speaker_1_08730_428#118.071_119.433,reservation
R428#speaker_1_08730_428#123.628_124.585,reservation
R428#speaker_1_08730_428#143.163_143.68,reponse_negative
R428#speaker_1_08730_428#150.382_151.482,reponse_affirmative
R428#speaker_1_08730_428#155.646_156.791,reservation
R428#speaker_1_08730_428#177.243_178.428,reponse_affirmative
R428#speaker_1_08730_428#197.793_198.948,reponse_negative
R428#speaker_1_08730_428#202.777_205.787,saluer
L429#speaker_1_08730_429#8.298_9.119,reponse_affirmative
L429#speaker_1_08730_429#29.189_40.416,reservation
L429#speaker_1_08730_429#46.292_48.976,reponse_negative#reservation
L429#speaker_1_08730_429#48.976_51.317,reponse_negative#reservation
L429#speaker_1_08730_429#60.718_62.158,reponse_affirmative
L429#speaker_1_08730_429#86.044_89.533,reservation
L429#speaker_1_08730_429#106.536_112.858,annulation
L429#speaker_1_08730_429#114.53_114.925,reponse_negative
L429#speaker_1_08730_429#116.908_117.813,remercier
L429#speaker_1_08730_429#121.308_123.922,saluer
L450#speaker_1_08730_450#6.383_6.991,reponse_affirmative
L450#speaker_1_08730_450#25.06_34.878,reservation
L450#speaker_1_08730_450#34.878_37.208,reservation
L450#speaker_1_08730_450#38.662_42.071,reservation
L450#speaker_1_08730_450#45.668_51.927,reservation
L450#speaker_1_08730_450#66.077_68.936,renseignements
L450#speaker_1_08730_450#68.936_70.0,incomprehension
L450#speaker_1_08730_450#71.34_77.599,reservation
L450#speaker_1_08730_450#96.097_98.742,reponse_affirmative
L450#speaker_1_08730_450#115.323_121.022,reservation
L450#speaker_1_08730_450#149.17_155.468,reponse_indecise#reservation
L450#speaker_1_08730_450#159.915_160.888,reservation
L450#speaker_1_08730_450#173.867_180.736,reponse_affirmative
L450#speaker_1_08730_450#192.839_193.917,remercier
L450#speaker_1_08730_450#193.917_195.376,saluer
L450#speaker_1_08730_450#200.465_202.197,reponse_indecise
L450#speaker_1_08730_450#207.06_214.416,remercier#reponse_negative
L450#speaker_1_08730_450#217.03_218.337,reponse_affirmative
L451#speaker_1_08730_451#7.325_8.572,reponse_affirmative
L451#speaker_1_08730_451#27.28_28.268,marqueur_discursif
L451#speaker_1_08730_451#30.584_43.861,reservation
L451#speaker_1_08730_451#45.715_49.588,reservation
L451#speaker_1_08730_451#76.462_90.11,reservation
L451#speaker_1_08730_451#111.018_114.928,reservation
L451#speaker_1_08730_451#133.991_136.575,renseignements
L451#speaker_1_08730_451#147.137_150.381,reservation
L451#speaker_1_08730_451#163.283_164.59,incomprehension
L451#speaker_1_08730_451#164.59_167.174,incomprehension
L451#speaker_1_08730_451#171.637_179.221,reservation
L451#speaker_1_08730_451#201.962_205.779,renseignements
L451#speaker_1_08730_451#218.158_219.648,renseignements
L451#speaker_1_08730_451#227.267_228.812,reservation
L451#speaker_1_08730_451#228.812_231.22,reponse_affirmative#reservation
L451#speaker_1_08730_451#236.153_237.323,reponse_affirmative
L451#speaker_1_08730_451#249.032_251.406,reponse_affirmative
L451#speaker_1_08730_451#256.548_258.934,reservation
L451#speaker_1_08730_451#261.609_271.169,renseignements#reservation
L451#speaker_1_08730_451#293.967_297.386,reservation
L451#speaker_1_08730_451#306.49_314.87,reponse_affirmative#reservation
L451#speaker_1_08730_451#331.069_332.261,reponse_affirmative
L451#speaker_1_08730_451#351.054_351.814,reponse_negative
L452#speaker_1_08730_452#10.091_11.064,reponse_negative
L452#speaker_1_08730_452#16.505_26.703,reservation
L452#speaker_1_08730_452#41.926_42.893,reponse_affirmative
L452#speaker_1_08730_452#59.661_62.576,reservation
L452#speaker_1_08730_452#68.093_70.023,reservation
L452#speaker_1_08730_452#92.051_94.452,reservation
L452#speaker_1_08730_452#116.229_118.096,renseignements
L452#speaker_1_08730_452#138.744_139.653,reservation
L452#speaker_1_08730_452#143.282_143.981,reponse_negative
R453#speaker_1_08730_453#9.544_10.182,reponse_negative
R453#speaker_1_08730_453#13.799_17.295,reservation
R453#speaker_1_08730_453#24.635_28.638,reservation
R453#speaker_1_08730_453#39.764_41.033,reservation
R453#speaker_1_08730_453#53.193_55.105,renseignements
R453#speaker_1_08730_453#58.68_65.738,reservation
R453#speaker_1_08730_453#86.782_89.689,renseignements
R453#speaker_1_08730_453#91.934_94.478,renseignements
R453#speaker_1_08730_453#115.632_119.009,renseignements
R453#speaker_1_08730_453#125.511_127.823,renseignements
R453#speaker_1_08730_453#141.658_142.686,reponse_affirmative
R453#speaker_1_08730_453#147.2_148.857,reservation
R453#speaker_1_08730_453#154.009_154.946,reservation
R453#speaker_1_08730_453#173.875_175.478,reponse_affirmative#reservation
R453#speaker_1_08730_453#200.106_201.321,reponse_negative
R454#speaker_1_08730_454#6.869_7.781,reponse_affirmative
R454#speaker_1_08730_454#29.195_32.742,reservation
R454#speaker_1_08730_454#37.949_42.523,reservation
R454#speaker_1_08730_454#49.794_51.151,reservation
R454#speaker_1_08730_454#54.485_55.23,reponse_affirmative
R454#speaker_1_08730_454#58.263_59.401,reponse_affirmative
R454#speaker_1_08730_454#62.623_64.858,reservation
R454#speaker_1_08730_454#86.383_88.748,renseignements
R454#speaker_1_08730_454#92.34_94.377,renseignements
R454#speaker_1_08730_454#119.081_121.36,reservation
R454#speaker_1_08730_454#128.854_130.448,reservation
R454#speaker_1_08730_454#134.721_136.231,reservation
R454#speaker_1_08730_454#141.287_143.755,reservation
R454#speaker_1_08730_454#161.358_162.184,reponse_negative
R454#speaker_1_08730_454#168.258_169.018,reponse_affirmative
R454#speaker_1_08730_454#173.386_175.459,reservation
R454#speaker_1_08730_454#188.356_188.998,reponse_affirmative
R454#speaker_1_08730_454#205.819_207.512,reponse_affirmative
R454#speaker_1_08730_454#210.855_213.414,reservation
R454#speaker_1_08730_454#220.866_223.593,reservation
R454#speaker_1_08730_454#231.702_234.356,reservation
R454#speaker_1_08730_454#236.514_237.699,reponse_affirmative
R454#speaker_1_08730_454#246.377_248.055,reservation
R454#speaker_1_08730_454#268.918_271.117,reponse_affirmative#reservation
R454#speaker_1_08730_454#286.948_287.814,reponse_affirmative
R454#speaker_1_08730_454#311.266_314.927,reponse_affirmative#reservation
R454#speaker_1_08730_454#321.692_323.595,reservation
R454#speaker_1_08730_454#330.694_331.737,reponse_affirmative
R454#speaker_1_08730_454#346.615_348.912,reponse_affirmative
R454#speaker_1_08730_454#348.912_351.6,renseignements
R454#speaker_1_08730_454#370.782_372.135,reservation
R454#speaker_1_08730_454#376.056_377.856,reservation
R454#speaker_1_08730_454#393.443_394.126,reponse_affirmative
R454#speaker_1_08730_454#414.859_416.166,reponse_negative
R455#speaker_1_08730_455#6.14_7.021,reponse_negative
R455#speaker_1_08730_455#10.274_17.143,reservation
R455#speaker_1_08730_455#18.663_21.185,reservation
R455#speaker_1_08730_455#24.013_24.56,reponse_affirmative
R455#speaker_1_08730_455#26.019_26.658,reponse_affirmative
R455#speaker_1_08730_455#41.27_41.656,marqueur_discursif
R455#speaker_1_08730_455#41.656_43.414,marqueur_discursif
R455#speaker_1_08730_455#43.414_44.021,remercier
R455#speaker_1_08730_455#47.374_54.331,reponse_negative#reservation
R455#speaker_1_08730_455#54.331_56.373,reservation
R455#speaker_1_08730_455#62.284_62.999,reponse_affirmative
R455#speaker_1_08730_455#80.188_81.115,reponse_affirmative
R455#speaker_1_08730_455#83.532_86.373,renseignements#reponse_negative
R455#speaker_1_08730_455#86.373_87.133,reservation
R455#speaker_1_08730_455#87.864_88.379,reponse_affirmative
R455#speaker_1_08730_455#105.829_112.952,reservation
R455#speaker_1_08730_455#125.389_126.023,reponse_affirmative
R455#speaker_1_08730_455#126.023_126.843,reservation
R455#speaker_1_08730_455#128.337_131.711,reponse_affirmative
R455#speaker_1_08730_455#139.691_140.785,remercier
R455#speaker_1_08730_455#145.466_146.621,reponse_negative
R455#speaker_1_08730_455#146.621_147.624,saluer
L456#speaker_1_08730_456#9.331_10.669,reponse_negative
L456#speaker_1_08730_456#13.222_16.96,reservation
L456#speaker_1_08730_456#23.132_25.318,reservation
L456#speaker_1_08730_456#54.037_56.598,renseignements
L456#speaker_1_08730_456#71.332_76.909,renseignements
L456#speaker_1_08730_456#92.488_93.683,reponse_negative
L456#speaker_1_08730_456#97.999_104.837,renseignements
L456#speaker_1_08730_456#128.904_131.922,reservation
L456#speaker_1_08730_456#143.883_147.096,reservation
L456#speaker_1_08730_456#162.213_162.81,reponse_affirmative
L456#speaker_1_08730_456#180.314_181.438,reponse_negative
L456#speaker_1_08730_456#185.846_188.065,saluer
L457#speaker_1_08730_457#8.267_8.997,reponse_affirmative
L457#speaker_1_08730_457#32.213_38.204,reservation
L457#speaker_1_08730_457#46.865_47.657,reponse_affirmative
L457#speaker_1_08730_457#65.901_67.733,renseignements
L457#speaker_1_08730_457#71.083_72.998,reservation
L457#speaker_1_08730_457#78.165_79.526,reservation
L457#speaker_1_08730_457#99.58_102.179,reservation
L457#speaker_1_08730_457#106.966_108.309,reservation
L457#speaker_1_08730_457#113.213_114.137,reservation
L457#speaker_1_08730_457#135.464_136.072,reponse_affirmative
L457#speaker_1_08730_457#157.17_158.073,reponse_negative
L457#speaker_1_08730_457#162.723_164.07,saluer
L458#speaker_1_08730_458#6.778_7.751,reponse_negative
L458#speaker_1_08730_458#10.426_18.007,reservation
L458#speaker_1_08730_458#18.007_30.326,reservation
L458#speaker_1_08730_458#39.347_40.144,reponse_affirmative
L458#speaker_1_08730_458#52.5_55.062,renseignements
L458#speaker_1_08730_458#66.993_68.893,reservation
L458#speaker_1_08730_458#84.166_85.373,reponse_affirmative
L458#speaker_1_08730_458#88.026_88.449,reponse_affirmative
L458#speaker_1_08730_458#95.883_96.704,reponse_affirmative
L458#speaker_1_08730_458#98.695_104.029,reponse_affirmative#reservation
L458#speaker_1_08730_458#116.629_117.936,renseignements
L458#speaker_1_08730_458#127.982_130.602,reservation
L458#speaker_1_08730_458#141.523_142.739,reponse_affirmative
L458#speaker_1_08730_458#153.113_159.253,reponse_affirmative#reservation
L458#speaker_1_08730_458#167.97_169.277,reponse_affirmative
L458#speaker_1_08730_458#174.406_176.762,reponse_affirmative
L458#speaker_1_08730_458#187.69_188.921,reponse_affirmative
L458#speaker_1_08730_458#213.704_214.576,reponse_negative
R459#speaker_1_08730_459#8.784_10.243,reponse_negative
R459#speaker_1_08730_459#12.644_14.65,reservation
R459#speaker_1_08730_459#20.061_23.997,reservation
R459#speaker_1_08730_459#30.471_33.146,reservation
R459#speaker_1_08730_459#40.886_43.243,reservation
R459#speaker_1_08730_459#65.522_68.318,renseignements
R459#speaker_1_08730_459#70.142_72.937,renseignements
R459#speaker_1_08730_459#96.588_97.758,reponse_affirmative
R459#speaker_1_08730_459#100.22_102.308,reservation
R459#speaker_1_08730_459#115.312_116.057,reponse_affirmative
R459#speaker_1_08730_459#131.513_132.932,reponse_affirmative
R459#speaker_1_08730_459#135.13_136.514,reservation
R459#speaker_1_08730_459#140.373_142.219,reservation
R459#speaker_1_08730_459#145.693_148.739,reservation
R459#speaker_1_08730_459#165.83_167.654,renseignements
R459#speaker_1_08730_459#169.995_172.229,renseignements
R459#speaker_1_08730_459#183.825_184.745,reponse_affirmative
R459#speaker_1_08730_459#198.415_199.335,reponse_affirmative
R459#speaker_1_08730_459#211.441_212.672,reponse_affirmative
R459#speaker_1_08730_459#214.8_216.645,reservation
R459#speaker_1_08730_459#219.268_221.402,reservation
R459#speaker_1_08730_459#224.998_227.467,reservation
R459#speaker_1_08730_459#248.328_250.372,renseignements
R459#speaker_1_08730_459#252.782_255.46,renseignements
R459#speaker_1_08730_459#274.91_276.202,reponse_affirmative
R459#speaker_1_08730_459#278.497_280.701,reservation
R459#speaker_1_08730_459#292.024_293.255,reponse_affirmative
R459#speaker_1_08730_459#315.209_316.233,reponse_negative
L460#speaker_1_08730_460#6.596_7.082,reponse_affirmative
L460#speaker_1_08730_460#26.231_38.527,renseignements#reservation
L460#speaker_1_08730_460#45.138_58.534,reservation
L460#speaker_1_08730_460#75.443_87.715,renseignements#reservation
L460#speaker_1_08730_460#112.467_120.665,reponse_affirmative#reservation
L460#speaker_1_08730_460#124.2_130.316,reservation
L460#speaker_1_08730_460#130.316_132.421,reservation
L460#speaker_1_08730_460#149.962_151.221,reponse_affirmative
L460#speaker_1_08730_460#153.996_155.432,reponse_affirmative
L460#speaker_1_08730_460#164.856_175.068,reponse_affirmative#reservation
L460#speaker_1_08730_460#191.429_193.08,renseignements
L460#speaker_1_08730_460#199.211_200.254,reservation
L460#speaker_1_08730_460#204.611_210.021,renseignements#reservation
L460#speaker_1_08730_460#229.198_234.04,reservation
L460#speaker_1_08730_460#249.36_250.034,reponse_affirmative
L460#speaker_1_08730_460#266.533_274.902,reservation
L460#speaker_1_08730_460#308.895_314.663,reservation
L460#speaker_1_08730_460#325.369_326.22,reponse_affirmative
L460#speaker_1_08730_460#328.731_330.077,reponse_affirmative
L460#speaker_1_08730_460#334.659_336.034,renseignements
L460#speaker_1_08730_460#344.437_345.379,reponse_affirmative
L460#speaker_1_08730_460#345.379_346.413,marqueur_discursif
L460#speaker_1_08730_460#351.124_352.856,reponse_negative
L460#speaker_1_08730_460#356.565_357.385,remercier
R461#speaker_1_08730_461#3.739_4.468,reponse_negative
R461#speaker_1_08730_461#7.842_12.644,reservation
R461#speaker_1_08730_461#20.684_24.521,reservation
R461#speaker_1_08730_461#55.275_59.41,renseignements
R461#speaker_1_08730_461#73.516_76.592,renseignements
R461#speaker_1_08730_461#90.502_91.444,reponse_negative
R461#speaker_1_08730_461#92.531_96.902,reservation
R461#speaker_1_08730_461#113.232_114.014,reponse_affirmative
R461#speaker_1_08730_461#128.263_131.435,renseignements
R461#speaker_1_08730_461#149.814_151.391,reponse_affirmative#reservation
R461#speaker_1_08730_461#155.543_157.434,reservation
R461#speaker_1_08730_461#173.255_174.877,reponse_affirmative
R461#speaker_1_08730_461#194.035_195.576,reponse_negative
R462#speaker_1_08730_462#4.377_5.198,reponse_negative
R462#speaker_1_08730_462#10.03_13.343,reservation
R462#speaker_1_08730_462#18.693_19.878,reservation
R462#speaker_1_08730_462#24.636_26.049,reservation
R462#speaker_1_08730_462#47.868_53.196,reservation
R462#speaker_1_08730_462#59.166_59.683,reponse_affirmative
R462#speaker_1_08730_462#63.029_63.728,reservation
R462#speaker_1_08730_462#68.924_70.848,reservation
